,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,model name / number,price,propulsion type,region,title,url,year manufactured
387,new,2016-11-17 08:43,"NEW 2016 MODEL **REDUCED** JC 23TT NEPTOON WITH OPEN STERN AND MERCURY 150 4-STROKE, SUNDECK W/ CHANGING ROOM, SEA GRASS FLOOR, 10' BIMINI TOP, LOUNGERS W/ UPRIGHT COOLER, TRASH CAN AND STORAGE. HYDRAULIC STEERING W/ LIFTING FINS AND MOORING COVER, COURTESY LIGHTING, SST CUP HOLDER AND BIMINI FITTINGS W/QR, FREE STANDING TABLE W/ COOLER, CLARION W/ BLUE TOOTH AND JL 7.7"" SPEAKER UPGRADE, DELUXE INSTRUMENTS W/ DEPTH GUAGE. TRAILER NOT INCLUDED IN PRICE BUT AVAILABLE FOR PURCHASE",,5869972793,23,,,$40583,power, (LAKE ANNA),2016 J C TRITOON JC 23TT BLU NEPTOON(PONTOON SERIES),https://washingtondc.craigslist.org/nva/bod/5869972793.html,
388,,2016-11-17 08:43,"NEW 2016 **REDUCED** 23TT NEPTOON WITH 150 ETEC. INCLUDES JC GRASS FLOORING, SUNDECK W/ CHANGING ROOM, OPEN STERN, LOUNGER W/ COOLER, LOUNGER W/ TRASH CAN, LOUNGER W/ STORAGE, MOORING COVER, COURTESY ROPE LIGHTING, DEPTH GUAGE, FREE STANDING COOLER, SS CUPHOLDERS, STEREO UPGRADE, DUAL SWIM PLATFORM, HYDRALIC STEERING, LIFTING FINS, QR FITTING FOR BIMINI W/ BRACE. TRAILER NOT INCLUDED BUT AVAILABLE FOR PURCHASE.",,5869974013,23,,,$42903,power, (LAKE ANNA),2016 23TT JC NEPTOON PLUM W/ 150 ETEC(PONTOON SERIES),https://washingtondc.craigslist.org/nva/bod/5869974013.html,
389,,2016-11-17 08:43,"2016 JC 23TT NEPTOON RED/WH WITH EVINRUDE 150HP. PRICE INCLUDES, REAR FACING STERN LOUNGER, LOUNGER WITH TRASHCAN, SEAGRASS FLOORING, HIGH BACK RECLINING CAPTAIN CHAIR, COMPANION SEAT W/ LEG LIST/ BOW SEAT, LIFTING FINS AND SKI TOW, RAISED HELM, COURTESY LIGHTING, STEREO UPGRADE TO NAME A FEW TRAILER NOT INCLUDED BUT AVAILABLE FOR PURCHASE. STOP BY FOR A VISIT FOR SEE US ON THE WEB AT STURGEONCREEKMARINA.COM",,5869973276,23,,,$44909,power, (LAKE ANNA),2016 JC 23TT NEPTOON RED/WH WITH EVINRUDE 150HP(PONTOON SERIES),https://washingtondc.craigslist.org/nva/bod/5869973276.html,
390,good,2016-11-17 07:42,"Ocean Kayak Trident Angler 13. Orange. Ready to fish and has plenty of scotty mounts already installed and includes lots of upgrades. The kayak is well used, but still in great shape in terms of function. 2 Gimbal Mounts (for flush mount rod holders), 2 Scotty Baitcast/Spin Rod Holders, Carlisle Paddle, Custom Anchor Trolley, Clam Cleat, 1 lb anchor (brand new), Rudder, Mod Pod Tray, Mod Pod 2, Original Mod Pod, Scotty 6"" extension, Scotty 3 rod holder, Plano Box (perfectly fits into rear storage area), ACK Angler Kayak Seat w/ Rear Pack (holds 3 plano cases), Original Ocean Kayak Seat. I also have Yakima Hully Rollers and Mako Saddles if you don't have a kayak rack already. I will sell these separate for $100 (half the price of brand new sets). You will need your own straps and tie downs. I also also have a werner Kalliste Paddle that has been used twice. 100% carbon fiber super light. Normally $400, but willing to sell for $300. I am willing to take reasonable offers.",,5880360348,13,Ocean Kayak,Trident 13,$900,human,,Ocean Kayak Trident 13 Angler,https://washingtondc.craigslist.org/mld/boa/5880360348.html,
391,good,2016-11-17 07:37,"MUST GO! Price reduced from $4500 to $2500. Will gift it to a charity if no bought with cash There are 100 hours on the 350 Chevy motor. It has a volvo penta duel prop outdrive and it was serviced every year and has only been taken out a few times. Kitchen, shower/bath, Queen Bedroom. Garmin Depth/Fish Finder Batteries are new as of April last year The boat has also been winterized and dry docked every year I HAVE NO TRAILER FOR IT",100,5876105055,28,Bayliner,Contessa,$2500,power, (Tall Timbers Marina),1986 Bayliner Contessa 28ft MUST GO THIS WEEK! Sleeps 5-6,https://washingtondc.craigslist.org/nva/boa/5876105055.html,
392,new,2016-11-17 07:26,"Galvanized Steel Cable Winch Cable By Tie Down, Long Run Model. NIB in clamshell. 50' x 7/32"" 7x19 construction. 1120 lbs/508kg safe working load. ifoundthisforyou ifmat ifutility ifsea",,5843779354,50,,,$20,power, (CLOVERLY),WINCH CABLE 50' NIB,https://washingtondc.craigslist.org/mld/boa/5843779354.html,
393,good,2016-11-17 06:40,"Hello, i have a Wilderness systems kayak ride 115x for sale. It will come with a nice heavy duty paddle, fish finder console w/ battery. It also comes with a rudder so you will not have to constantly paddle all the time. I've added a anchor trolley to it as well. It is custom painted camo that is coming off in spots but just needs a quick touch with paint.",,5880323775,12,Wilderness Systems,Ride 115x,$650,human, (Oakton),Custom Camo painted Wilderness Systems Kayak,https://washingtondc.craigslist.org/nva/boa/5880323775.html,
394,like new,2016-11-17 06:21,"Flawless 2009 Searay Sundancer 230, 5.0 MPI Engine with Bravo I Outdrive. Like new condition and always professionally maintained. -A/C -Hot Water Heater -Refrigerator -Microwave -Fresh Water System -Camper Canvas -Mooring Cover No Trailer, Completely winterized and serviced. Currently in winter storage at marina. $37,000 Firm, priced to sell.",186,5880315837,25,Searay,230DA,$37000,power, (Solomons),2009 Searay 230/240 SunDancer,https://washingtondc.craigslist.org/mld/boa/5880315837.html,2009
395,good,2016-11-17 04:10,Kid's Upstream Edge kayak with skirt and paddle. Light-weight composite material. Extra sparkly paint. $395,,5835144862,8,,,$395,human, (McLean),Kid's Kayak Skirt and Paddle,https://washingtondc.craigslist.org/nva/boa/5835144862.html,
396,good,2016-11-17 00:27,"1988 29' Cruiser. I bought it this past June. Nice boat, but I've moved and had/have no time to use it.... Used it only once this summer. It is in a paid up slip at Chesapeake Beach (includes Resort's amenities)until June. Has Mercruiser twin engines with prop drives, refrigerator, A/C, Garmin depth finder and all the necessary goodies to go right now. Bimini top is not perfect, but functional. I don't have a lot of experience with this boat, but I'll try to show you it's ropes as best as I can. I don't have time to play scam games, so no responses will be given if you don't supply your name and contact number....... No cashier's check, etc.. If this is listed, it's for sale.",,5859774821,29,Cruiser,Esprit,$7900,power, (Chesapeake Beach),Cruiser 29' boat,https://washingtondc.craigslist.org/mld/boa/5859774821.html,1988
397,like new,2016-11-16 21:41,"Like new Wilderness Systems ATAK 140.  Fantastic kayak.  Used exactly five times.  Washed/cleaned after each use and stored indoors. Desert Camo color.  Includes wildy scupper plugs. Hate to let it go, but had to get a bigger boat for the wife and dog. Also have a new in unopened box Wilderness rudder kit for it as well.  ($200 for rudder kit) Contact via email with any questions.  No scammers.",,5880058976,14,Wilderness Systems,ATAK140,$1125,human, (Oakton),Wilderness Systems ATAK 140 Kayak,https://washingtondc.craigslist.org/nva/boa/5880058976.html,2015
398,good,2016-11-16 21:00,"20'1'' - Flat Bottomed Wooden Dory Draws one foot; perfect for crabby creeks, back bays and wide rivers. Hand Built to Glen-L ""Sweet Caroline"" plans with rot resistant marine plywood and mahogany frames. Fiberglass center console with cable steering, bench seats. 28hp Johnson SPL electric start with Morse-Teleflex speed and shift controls. Morse Teleflex single cable steering system Carpeted floors and open decks. Comes with Highlander Trailer, engine storage stand, gas tanks and two cushions. Trailer and boat weighs about 1500 lbs. See an example of similar Carolina dory here: https://www.youtube.com/watch?v=2jQHRhNFQNw",300,5880017899,20,Home Made,Carolina Dory Skiff,$3750,power, (Silver Spring),Dory Crabbing Skiff,https://washingtondc.craigslist.org/mld/boa/5880017899.html,1987
399,,2016-11-16 19:57,"2006 14' Starcraft, 2006 Johnson 25 hp 4 stroke motor, 2006 trailer with LED lights, bimini top, boat cover, live well, anchor, rod holders, depth sounder, water separator, bilge pump, navigation lights. Garage kept, little use. MINT CONDITION. $3900 OBO",,5879948871,14,Starcraft,,$3900,power, (Damascus),Starcraft boat- 14',https://washingtondc.craigslist.org/mld/boa/5879948871.html,2006
400,like new,2016-11-16 18:39,"REDUCED 2014 Yamaha FX Cruiser SVHO, 2014 FX Cruiser Supercharged 4-cylinder, 4-stroke, (SVHO) Super Vortex High Output Yamaha Marine Engine. Super Fast Ski! Hits 80 mph on flat water. Only 39 hours with a factory extended warranty through 2020. Includes 2015 single axle Loadrite trailer. Winterized, garage kept, flushed after each use. New Retail w/trailer $16,500 Current NADA Value $11,000.  ***We have reduced cost by $500 due to a scratch on the nose of the ski.  Purely cosmetic and easily repairable.  See picture. Specifications: Cruiser 3 person seat: Adjustable Tilt Steering: Command Link Instrumentation Buttons: Cruise Assist/No Wake Mode: Reversein RiDE with Traction Control: Electric Trim: Rear Reboarding Step: Multifunction Instrumentation Panel: Analog Meter: Digital Meter: Air Temperature Display: Water Temperature Display: Fuel Consumption Display: Compass: Dual Mirrors: Watertight Storage on dash and under seat for keys,large cell phone, wallet etc.: Fast Access Stern Storage under front hood for coolers, beach bag etc.: Pull-up Cleats: Tow Hook: Security Mode: Remote Transmitter: Dual Beverage Holder on Dash",39,5879852823,12,Yamaha,FX Cruiser,$9800,power," (issue, md)",2014 Yamaha FX Cruiser SVHO Jetski,https://washingtondc.craigslist.org/mld/boa/5879852823.html,2014
401,,2016-11-16 18:38,"2000 Maxum 2800 SCR, This Maxum 2800 SCR is the perfect boat for entertaining all your family and friends! The floor plan includes double berths fore and aft, a convertible dinette, compact galley and an enclosed head with standing headroom. Privacy curtains separate the sleeping areas from the main cabin. There's seating for six in the cockpit with facing settees aft and a double wide seat at the helm. This 2800 SCR is equipped with a Mercruiser 7.4L with Bravo III outdrive. that will be sure to get you where you need to go! Full snap in carpets package, trailer has new wheels and tires. Outdrive just serviced.Specifications- LOA: 28'0'- Beam: 9'9'- Weight: 9,100 lbs- Fuel: 102 gal- Water: 30 gal- Deadrise: 18 deg.Key Features- Boater Equipment Included- GPS- VHF- Trim Tabs- Full Galley- Depth Finder- Full Camper Enclosure with eisen glass not pictured- Bimini Top- Triple Axle Trailer. Full shorepower but does not have a generator. Plenty of space to install one.Sure I'm missing lots of stuff call for full details and give me an offer.",,5879832045,30,MAXUM,2800 SCR,$25000,power, (Charles County),2000 Maxum 2800 SCR- Motivated Seller,https://washingtondc.craigslist.org/doc/boa/5879832045.html,2000
402,,2016-11-16 18:08,"Many new parts in the last 3 months 350 4 Bolt Main installed new cam & lifters new Eldebrock Aluminium Heads with roller rockers Aluminum intake Holley 800 Nickerson Racing Carb New water pump and belts Kodiac aluminum exhaust w/4 "" stainless risers/ thru hull exhaust 2 new deep cycle batteries and battery switch and cables Outdrive: Completely rebuilt new gimbal bearing, bellows and hoses, new impeller new lower shift cable 5 blade stainless prop Around 400 HP I have invested over 7500.00 in it so far. The bad I installed a new flywheel and high torque starter when I put the engine in. The starter make a grinding noise when it cranks. It will still start the engine, just make noise.I have purchased both new since. I am suspecting the flywheel. I have the new parts in the box. The floor is soft in front of the engine compartment. the interior is also dated. I have a ton of time and money invested. I have another boat I am working on. I have lost interest in this one. This is NO fire sale. I might consider some kind of trade. NO PAY PALL OR WESTERN UNION!  CASH ONLY! NO LOW BALLERS!!! show contact info",,5879810517,21,chapparal,2150  SX,$4900,power, (stafford),1989 Chaparral 2150 SX Cuddy Cabin,https://washingtondc.craigslist.org/nva/boa/5879810517.html,1989
403,excellent,2016-11-16 17:41,"SeaRay 290 Sundancer (1994 express cruiser).  Owned the boat for 3 years.  We sold our 25 foot Bayliner express cruiser to get into a bigger boat.  So after 3 years, we want to move up again.  We have already found our next boat at 43 feet.  I have never bought a new boat so I know what it is like buying used (reading one thing and driving out and seeing something else).    The pictures are real and it's a lot of boat for the price I am asking.  The buyer is getting the better deal! As a mechanic and craftsman, I have replaced all the vinyl covered plywood cushioned sides of the cockpit with ¼ inch white ""Starboard"" custom cut panels bordered with ""Plastique"" trim.  Easy to clean and invincible to water.  I opened up the back cockpit for easier access to engine panels (original design was too cluttered with un-needed seating).  All the canvas you see in the pictures are all in good shape and functional (new side isinglass window panels).  Entire cooling system of the motor is new (intake manifold, thermostat housing, exhaust manifolds, risers, raw water pump).  All new bellows and gimbal bearing.  New remanufactured lower unit.  Engine is clean and being a single 454 Mercruiser with Bravo II outdrive, the engine compartment is awesome for easy access to both sides of the motor.  I Fresh water flush after every use.  Raymarine A65 GPS chart plotter with a digital sounder module.  VHF radio.  New Boss MR752UAB stereo system (Bluetooth, marinized, MP3-compatible CD AM/FM receiver).  New dual trumpet horn.  New shore power plug.  New Bennet trim tab servos. New engine vent covers (2 per side).  Barely used Load Rite triple axle trailer. Again, this was going to be our keeper for a while so I was going through the boat and bringing it up to my standards.  Professionally winterized each year.  The pictures you see of the boat on the trailer were taken after professional winterization and then stored in my boat shed for the winter.  Will sell the boat without the trailer.  Will consider selling our new boat lift.  We can discuss delivery options if required. Call Jim Schafer if interested at the cell number provided.",408,5879771970,31,SeaRay,290 Sundancer,$18995,power," (Reedville, VA)",SeaRay 290 Sundancer,https://washingtondc.craigslist.org/nva/boa/5879771970.html,1994
404,excellent,2016-11-16 17:00,"Green Dagger Cypress Expedition Kayak. Rudder,adjustable foot rests,rear storage. yellow/green. 12'11""/25""w. 280 lb capacity.  Been kept in shed until recently.Used very little on flat lake water.  . 2 Orange Pamlico 10 ft kayaks. Older but great fun. My favorite boats, but hurt my back so no more kayaking.",,5835722343,13,,,,human,,Special Sale 3 Kayaks $1200,https://washingtondc.craigslist.org/nva/boa/5835722343.html,
405,excellent,2016-11-16 15:00,"This boat is set up for FULL Racing Outlaw. Powered by a completely re-worked Mercury ""850"" (85hp) bored out Motor. New Pumps New Gears and Complete Race Lower Unit. New HP rated at 100. Power Trim Unit Is on an additional Jack Plate Complete Re-Inforced with Alum Transom. This boat has been clocked at 114.53 MPH on Perfect Day Engine has KILL Switch, New Reel Valves and New Carb jets Electric Start with two (2) custom chopper props Call Jessica show contact info",,5879509002,12,Baja,,$7000,power, (thurmont md),1984 Baja with a 850 bored mercury engine,https://washingtondc.craigslist.org/mld/boa/5879509002.html,1984
406,excellent,2016-11-16 15:00,"This boat is set up for FULL Racing Outlaw. Powered by a completely re-worked Mercury ""850"" (85hp) bored out Motor. New Pumps New Gears and Complete Race Lower Unit. New HP rated at 100. Power Trim Unit Is on an additional Jack Plate Complete Re-Inforced with Alum Transom. This boat has been clocked at 114.53 MPH on Perfect Day Engine has KILL Switch, New Reel Valves and New Carb jets Electric Start with two (2) custom chopper props Call Jessica show contact info",,5879508515,12,Baja,,$7000,power, (thurmont md),1984 Baja with a 850 bored mercury engine,https://washingtondc.craigslist.org/mld/boa/5879508515.html,1984
407,excellent,2016-11-16 14:59,"This boat is set up for FULL Racing Outlaw. Powered by a completely re-worked Mercury ""850"" (85hp) bored out Motor. New Pumps New Gears and Complete Race Lower Unit. New HP rated at 100. Power Trim Unit Is on an additional Jack Plate Complete Re-Inforced with Alum Transom. This boat has been clocked at 114.53 MPH on Perfect Day Engine has KILL Switch, New Reel Valves and New Carb jets Electric Start with two (2) custom chopper props Call Jessica show contact info",,5879507907,12,Baja,,$7000,power, (thurmont md),1984 Baja with a 850 bored mercury engine,https://washingtondc.craigslist.org/mld/boa/5879507907.html,1984
408,excellent,2016-11-16 14:59,"This boat is set up for FULL Racing Outlaw. Powered by a completely re-worked Mercury ""850"" (85hp) bored out Motor. New Pumps New Gears and Complete Race Lower Unit. New HP rated at 100. Power Trim Unit Is on an additional Jack Plate Complete Re-Inforced with Alum Transom. This boat has been clocked at 114.53 MPH on Perfect Day Engine has KILL Switch, New Reel Valves and New Carb jets Electric Start with two (2) custom chopper props Call Jessica show contact info",,5879507404,12,Baja,,$7000,power, (Thurmont),1984 Speed Boat with Motor and Trailer,https://washingtondc.craigslist.org/nva/boa/5879507404.html,1984
409,,2016-11-16 14:19,30' slip available in the heart of DC...call Susan H for more info. Please note: no liveaboards or wooden hulls.,,5879437559,30,,,,power,,30' Boat Slip Available,https://washingtondc.craigslist.org/doc/bod/5879437559.html,
410,,2016-11-16 14:02,"Boat is as is, good for parts only. Can be seen Tuesday through Saturday 11-4.",,5879406974,27,,,$100,power, (DC-SW),1987 Regal 277XL Express Cruiser,https://washingtondc.craigslist.org/doc/bod/5879406974.html,1987
411,like new,2016-11-16 13:25,"Wonderful Old Town Saranac 146 canoe with three paddles (two fixed length, one adjustable length) and two float cussions. We used it only 3 or 4 times, so the boat is in excellent shape. Length: 14.6 ft",,5879339461,14,Old Town,Saranac 146,$450,human, (Ashburn),Old Town Saranac 146 canoe,https://washingtondc.craigslist.org/nva/boa/5879339461.html,
412,good,2016-11-16 12:33,"1988 Sea Ray 268, Mercruiser 7.4 454 330HP . 268 Sundancer aft cabin. Pictures are accurate. Shines nice, interior is clean and complete. Really good condition cabin cruiser that has been completely gone through mechanically with a haul that has been taken care of all its life. Ready for years of enjoyment. Couple small tears on the cockpit side panels (you can see in pictures) but the seats are all in good shape. Guages work. No window leaks. These 268's were very well built hauled boats, much thicker hauled then later year models. You can feel it when you knock on it. A lot of boat for the price and the Sea Ray name will be there when you resale. She has new engine, Bravo out drive maintenance just completed, and a trailer with plates. Its a great deal for someone that wants to enjoy all the bay life has to offer while adding personal touches. Comes with a 2004 Venture dual axle trailer good shape. More details: GPS / Fish finder; built in Air condition /AC which was a rare option. Sleeps 4-5. Full head. Kitchenette. V birth, aft cabin. Dinette. The Mercruiser 7.4 454 330HP is the only engine you want in this boat (vs the 5.7 alpha) so you can easily have your friends or family on board AND get on plane quickly no problem! The 454 engine is a newer marine block with a fresh rebuild from JB's Performance Machine shop in July 2016. What more can you cask for. She runs great! Lots of additional new parts at that time, batteries, and recent risers/manifolds. Bravo I out drive has updated lower, new gimbal bearing, u-joints and oil (have receipt). 100 Gallon fuel tank, 24 gallon fresh water. This boat is ready to go and with a trailer can't be beat for the price. The new marine 454 motor is worth thousands alone. I have receipts. Firm $6450. Email or contact me at 240 42six 63four9 Thanks! Will consider trades for a walk around or a v8 classic or convertible car. Advertising locally to see if I can sell before winter, if not I'm going to winterize in the next week sell in the spring. Check boat trader (link below) Priced way under market value. I know what I have, all the hard work is done. http://www.boattrader.com/search-results/NewOrUsed-used/Type-power/Category-all/Zip-20901/Radius-500/Length-21,30/Make-sea+ray/Model-268/Sort-Length:DESC Sea ray 230 260 270 280 Fishing boat cruiser overnighter weekender chaparral, bayliner, maxum, four winns, regal, rinker, mercury marine, turn key.",3,5871469025,27,Sea Ray,268 260 270 280,$6450,power, (Bay Bridge),1988 Sea Ray Searay 268 26 ft - Venture Trailer - fresh 454 bravo,https://washingtondc.craigslist.org/mld/boa/5871469025.html,1988
413,,2016-11-16 12:22,On sale dinghy like a new . We bought for the summer 2016 . We have more pics to send .,,5879220556,5,,,$800,human, (Arlington),Dinghy for sale ... Good price only 800$,https://washingtondc.craigslist.org/nva/boa/5879220556.html,
414,good,2016-11-16 11:44,SELLING ALUMINUM 14' SEA NYMPH V BOTTOM BOAT IN VERY GOOD SHAPE.15 HP OUTBOARD HONDA FOUR STROKE WITH VERY LOW HOURS HAS ELECTRIC START OPTION (NEED CABLE AND BATTERY) WAS SERVICED LAST YEAR (CARB WAS CLEANED AND NEW WATER PUMP). TRAILER AND OARS. CLEAN TITLES. CASH,,5832918235,14,SEA NYMPH,,$1950,power, (ROCKVILLE),14' SEA NYMPH,https://washingtondc.craigslist.org/mld/boa/5832918235.html,
415,,2016-11-16 11:26,"We are an authorized Hobie dealer. Pristine 2013 Hobie Tandem Island sailing kayak, used as floor Demo only. Ivory Dune, as seen in photo. Includes (2) Mirage drives, (2) seats, (2) paddles sail, mast & all Hobie factory hardware/rigging. $4000 out the door with taxes included! Various accessories available.  Other Hobie kayaks also available, including Pro Angler 14! Contact us for full listings, pictures, and pricing.",,5859523034,19,,,$4000,sail,,Pristine 2013 Hobie Tandem Island sailing kayak,https://washingtondc.craigslist.org/mld/bod/5859523034.html,
416,,2016-11-16 11:26,"We are an authorized Hobie dealer. Excellent condition 2014 Hobie Revolution 13 kayak. Blue, as seen in photo. Includes Mirage drive, seat, paddle & all Hobie factory hardware. $1500 out the door with taxes included! Various accessories available.  Other Hobie kayaks also available, including Tandem Islands! Contact us for full listings, pictures, and pricing.",,5859525431,13,,,$1500,human, (Ridge),Excellent deal on used 2014 Hobie Revolution 13 kayak,https://washingtondc.craigslist.org/mld/bod/5859525431.html,
417,,2016-11-16 11:26,"We are an authorized Hobie dealer. Pristine 2016 Hobie Pro Angler kayak, used as floor Demo only. Ivory Dune, as seen in photo. Includes Mirage drive, Vantage seat, paddle & all Hobie factory hardware. $3200 out the door with taxes included, compare to 2017 PA14 @ $3449 + tax! Various accessories available.  Other Hobie kayaks also available, including Tandem Islands! Contact us for full listings, pictures, and pricing.",,5859526124,14,2016 Hobie Mirage,Pro Angler 14,$3200,human,,Great Deal Pristine 2016 Hobie Pro Angler kayak,https://washingtondc.craigslist.org/mld/bod/5859526124.html,
418,excellent,2016-11-16 11:08,"Excellent condition, professionally restored, always in a boathouse and covered. Includes custom cover, Raven trailer that is painted same as boat, high performance SS prop, 350 CI Chevrolet engine",,5879081097,20,Checkmate,Ambassador,$5900,power, (smith mountain lake),1985 Checkmate Ambassador,https://washingtondc.craigslist.org/nva/boa/5879081097.html,1985
419,excellent,2016-11-16 11:04,"Excellent condition, professionally restored, always in a boathouse and covered. Includes custom cover, Raven trailer that is painted same as boat, high performance SS prop, 350 CI Chevrolet engine",,5879074309,20,Checkmate,Ambassador,$5900,power, (smith mountain lake),1985 Checkmate Ambassador,https://washingtondc.craigslist.org/nva/boa/5879074309.html,1985
420,excellent,2016-11-16 10:56,"Excellent condition, professionally restored, always in a boathouse and covered. Includes custom cover, Raven trailer that is painted same as boat, high performance SS prop, 350 CI Chevrolet engine",,5879059588,20,Checkmate,Ambassador,$5900,power, (smith mountain lake),1985 Checkmate Ambassador,https://washingtondc.craigslist.org/nva/boa/5879059588.html,1985
421,,2016-11-16 10:51,In good shape used lightly. .starts right up,,5879050433,1,Mercery,--,$2000,power,,40 hp tiller mercery,https://washingtondc.craigslist.org/doc/boa/5879050433.html,2001
422,excellent,2016-11-16 10:43,"1986 Catalina 27, Carioca, #6157 Carioca is an excellent boat built for the Chesapeake Bay and Potomac River. She holds her own in a blow, and is a delight in light air. Carioca ready to give you the boating weekends you've been hoping for. We hope you and your friends will enjoy her as much as we have! Offering at $10,700 (hull--$8,950, if you've got your own motor. New motor, so if the hull sells separately, motor--$1,750) SPECS: LOA: 27' 0"" Beam: 8'9"" Draft: 4' Ballast: 3550 lbs lead in keel Overall Dry Weight: ~8000lbs ON DECK: NEW 2013 Yamaha 9.9hp High Thrust, Extended Shaft outboard motor (13amp alternator/charger) Tiller Pilot Auto Helm Bimini Uniden Depth Sounder Bulkhead Mounted Compass Mainsail with one reef (National Sail Supply) -- excellent condition NEW Mainsail Cover 110 Jib with one reef 150 Genoa Asymmetrical Spinnaker (w/ Dousing Sock) 2 sets of running rigging for both Jib/Genoa AND Asymm Dual Jib Halyards Asymmetrical Spinnaker Halyard NEW LED Anchor Light Fixture and Bulb NEW Halogen Steaming and Deck Lights Standard Running Lights 16 pound Danforth Anchor, bow pulpit mount 15 feet chain, 150 feet three strand nylon rode Ample anchor locker Kellet Anchor for peace of mind overnight in tidal anchorages Spare Anchor and Rode below Life Sling Throwable PFD Stern ladder with Split Backstay for easy boarding 1,000,000 candle power search light DOWN BELOW: 6'1"" Standing Headroom Simrad VHF with Wireless Second Station Galley with pressurized alcohol stove Pressurized Fresh Water throughout the boat (with backup foot pump) Large Top Loading Integrated Icebox CD/AM/FM Stereo with Aux. jack (Zoned Interior and Exterior Speakers, Subwoofer optional) Auxiliary Stereo Jack wired to cockpit and interior plugins, and to TV for surround sound Flat Screen Digital HD TV Powered Antenna for TV and Stereo (50+ over the air Digital HD Channels) Bulkhead Mounted, Fold Down Salon Table (Seating for 4) Screens for hatches First Aid Kit 1/2/ALL/OFF Battery Switch 12v batteries in the starter bank 200 ah dual Trojan 6v House bank 2000 gph electric bilge pump Whale manual bilge pump 12v and 110v electricity Wiring 30amp Shore power and Battery Charger/Inverter 10,000 BTU Portable Air Conditioner ACCOMODATIONS: Pull out Main Salon Double Berth (Starboard Settee) Two person V Berth Starboard Quarter Berth Port Child's Settee Berth Ample interior light fixtures (mix of halogen and incandescent bulbs) Interior Cushions in excellent shape Interior Teak and cabin sole in excellent shape Ample storage behind port and starboard settee seat backs, and under port settee Private head (door enclosure) with full standing room Upgraded hoses for zero head smell Pressurized water for sink in head compartment TANKAGE: Digital Tank Monitor for Fresh and Black Water, digital battery level indicator (with analog backup) 19 gallons holding tank with deck plate pumpout 20 gallon fresh water 6 gallon fresh water bladder 6.6 gallon gas tank 3.3 gallon backup gas tank ***Personal items do not convey This is a great boat for anyone looking for a Pearson 26, Hunter 27, Oday, 27 or anyone looking to upgrade from their Catalina 22 or Catalina 25. ###  Waterborne Delivery to Points on Potomac River and Western Shore of the Chesapeake Bay Available ###",,5871950170,27,Catalina,C27,$8950,sail,,"Catalina 27, Ready to Sail Away!",https://washingtondc.craigslist.org/doc/boa/5871950170.html,
423,,2016-11-16 09:50,"I fixed up a flat bottom jon boat to take my  grand kids out. They are not interested. It has now sat in the yard for 10 months. I painted both sides of the boat, bought new oars, and new battery last fall. Used it 15 minutes because the older one just wouldn't quit. The electric motor is Minn Kota 40lb thrust. Trailer could be painted, but is not rusty. New chains and lights, Wheel bearings replkaced and newly greased September 2105. I will throw in life jackets. Ready to go. REVIEW Flat bottom Jon Boat - 11""6"" Title and - Registration good till 12 2017 Old Aluminum very good condition, No leaks, made before numbers were required. 2 new oars 1 new battery last September 1 older battery 1 40 lb thrust Minn Kota 1 set webbed tie downs 2 new chains on trailer 1 unlicensed unregistered trailer New wheel bearings last Fall.",,5878949776,11,,,$850,power, (Woodbridge),Jon John Boat,https://washingtondc.craigslist.org/nva/boa/5878949776.html,
424,excellent,2016-11-16 09:35,"Great condition 2003...bought in 2006 Only used 1-2 weekends a year Oil injection engine Not used this year due to new baby last year Can sleep 3 in bow area Toilet Radio GPS Holds 8 people Inspected in March good until 2018 Serviced each year if we used it or not Loadrite trailer Bait tanks / coolers Fire extinguishers Swim platform Stero Took cover off, cleaned it and then we had the storm and now has leaves all over it, so could use a quick cleaning Priced for fast cash sale NADA is ~$19k show contact info",,5878926994,23,Seafox,230,$14000,power, (Fairfax Station),SEA FOX 230 Mercury Saltwater 150 Engine with trailer,https://washingtondc.craigslist.org/nva/boa/5878926994.html,2003
425,good,2016-11-16 08:51,"NEW REDUCED PRICE!!!!! Built 1996.  Current owner bought it in 1999.  300 horse power peninsular diesel.  At Anglers Marina in lewes, DE. NEW REDUCED PRICE!!!! Asking price $35,500. OWNER WILLING TO DISCUSS PRICE. To directly contact show contact info show contact info Home",850,5873541755,28,ALBIN,TE,$35500,power," (Lewes, DE)",ALBIN 28 TE,https://washingtondc.craigslist.org/doc/boa/5873541755.html,1996
